Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2001","2001","t","7000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2002","2002","t","7000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2003","2003","t","9000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2004","2004","t","9000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2005","2005","t","9000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2006","2006","t","10200","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2007","2007","t","9000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2008","2008","t","10600","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2009","2009","t","10500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2010","2010","t","11600","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2011","2011","t","11550","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2012","2012","t","12000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2013","2013","t","10146.17","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2014","2014","t","12000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2015","2015","t","10417.04","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2016","2016","t","9491.9","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2017","2017","t","9587.95","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2018","2018","t","10747.94","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2019","2019","t","10766.13","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2020","2020","t","9518.32","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2021","2021","t","7000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2166","Coconut oil","2022","2022","t","7000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1961","1961","kg/ha","2714.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1961","1961","t","76000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1962","1962","kg/ha","2769.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1962","1962","t","72000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1963","1963","kg/ha","2785.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1963","1963","t","78000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1964","1964","kg/ha","2783.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1964","1964","t","103000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1965","1965","kg/ha","2828.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1965","1965","t","99000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1966","1966","kg/ha","2871","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1966","1966","t","89000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1967","1967","kg/ha","2866.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1967","1967","t","86000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1968","1968","kg/ha","2843.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1968","1968","t","91000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1969","1969","kg/ha","2862.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1969","1969","t","83000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1970","1970","kg/ha","2862.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1970","1970","t","83000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1971","1971","kg/ha","2852.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1971","1971","t","97000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1972","1972","kg/ha","2866.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1972","1972","t","86000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1973","1973","kg/ha","2828.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1973","1973","t","99000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1974","1974","kg/ha","2828.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1974","1974","t","99000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1975","1975","kg/ha","2828.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1975","1975","t","99000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1976","1976","kg/ha","2812.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1976","1976","t","90000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1977","1977","kg/ha","2875","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1977","1977","t","92000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1978","1978","kg/ha","2875","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1978","1978","t","92000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1979","1979","kg/ha","2812.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1979","1979","t","90000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1980","1980","kg/ha","2812.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1980","1980","t","90000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1981","1981","kg/ha","2857.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1981","1981","t","100000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1982","1982","kg/ha","2894.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1982","1982","t","110000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1983","1983","kg/ha","2857.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1983","1983","t","100000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1984","1984","kg/ha","2885.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1984","1984","t","101000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1985","1985","kg/ha","2956.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1985","1985","t","102000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1986","1986","kg/ha","3014.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1986","1986","t","104000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1987","1987","kg/ha","3043.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1987","1987","t","105000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1988","1988","kg/ha","3085.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1988","1988","t","108000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1989","1989","kg/ha","3142.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1989","1989","t","110000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1990","1990","kg/ha","3323.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1990","1990","t","118000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1991","1991","kg/ha","3486.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1991","1991","t","129000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1992","1992","kg/ha","3552.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1992","1992","t","135000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1993","1993","kg/ha","3589.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1993","1993","t","140000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1994","1994","kg/ha","4361.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1994","1994","t","145000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1995","1995","kg/ha","5228.1","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1995","1995","t","149000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1996","1996","kg/ha","4793.7","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1996","1996","t","151000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1997","1997","kg/ha","4293.8","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1997","1997","t","152000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1998","1998","kg/ha","4293.8","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1998","1998","t","152000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","1999","1999","kg/ha","4438.2","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","1999","1999","t","158000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2000","2000","kg/ha","4444.4","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2000","2000","t","160000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2001","2001","kg/ha","4472.2","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2001","2001","t","161000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2002","2002","kg/ha","4500","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2002","2002","t","171000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2003","2003","kg/ha","4666.7","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2003","2003","t","182000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2004","2004","kg/ha","5000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2004","2004","t","195000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2005","2005","kg/ha","5359","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2005","2005","t","209000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2006","2006","kg/ha","5769.2","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2006","2006","t","225000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2007","2007","kg/ha","5500","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2007","2007","t","225500","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2008","2008","kg/ha","5707.3","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2008","2008","t","234000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2009","2009","kg/ha","6229.5","X","Figure from international organizations",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2009","2009","t","242949","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2010","2010","kg/ha","6764.5","X","Figure from international organizations",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2010","2010","t","263815","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2011","2011","kg/ha","6794.9","X","Figure from international organizations",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2011","2011","t","265000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2012","2012","kg/ha","6790.1","X","Figure from international organizations",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2012","2012","t","264814","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2013","2013","kg/ha","6821.7","X","Figure from international organizations",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2013","2013","t","266045","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2014","2014","kg/ha","6875.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2014","2014","t","267520","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2015","2015","kg/ha","7027.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2015","2015","t","255700","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2016","2016","kg/ha","7223.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2016","2016","t","272500","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2017","2017","kg/ha","7311.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2017","2017","t","277300","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2018","2018","kg/ha","7424","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2018","2018","t","273700","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2019","2019","kg/ha","7553","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2019","2019","t","274900","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2020","2020","kg/ha","7792.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2020","2020","t","271300","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2021","2021","kg/ha","7841","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2021","2021","t","271300","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2022","2022","kg/ha","7944.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2022","2022","t","271300","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01460","Coconuts, in shell","2023","2023","kg/ha","8047.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01460","Coconuts, in shell","2023","2023","t","271791.07","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1961","1961","kg/ha","183.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1961","1961","t","1100","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1962","1962","kg/ha","333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1962","1962","t","2000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1963","1963","kg/ha","333.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1963","1963","t","2000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1964","1964","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1964","1964","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1965","1965","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1965","1965","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1966","1966","kg/ha","666.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1966","1966","t","4000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1967","1967","kg/ha","285.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1967","1967","t","1712","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1968","1968","kg/ha","393.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1968","1968","t","2360","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1969","1969","kg/ha","796","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1969","1969","t","4776","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1970","1970","kg/ha","500.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1970","1970","t","2826","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1971","1971","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1971","1971","t","3600","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1972","1972","kg/ha","499.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1972","1972","t","4171","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1973","1973","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1973","1973","t","2300","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1974","1974","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1974","1974","t","2400","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1975","1975","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1975","1975","t","3000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1976","1976","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1976","1976","t","3000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1977","1977","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1977","1977","t","3100","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1978","1978","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1978","1978","t","3100","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1979","1979","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1979","1979","t","3200","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1980","1980","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1980","1980","t","3500","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1981","1981","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1981","1981","t","3000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1982","1982","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1982","1982","t","3000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1983","1983","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1983","1983","t","3000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1984","1984","kg/ha","500","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1984","1984","t","4000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1985","1985","kg/ha","500","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1985","1985","t","6000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1986","1986","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1986","1986","t","1200","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1987","1987","kg/ha","500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1987","1987","t","1500","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1988","1988","kg/ha","523.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1988","1988","t","1570","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1989","1989","kg/ha","755.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1989","1989","t","2570","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1990","1990","kg/ha","882.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1990","1990","t","3030","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1991","1991","kg/ha","914.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1991","1991","t","3200","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1992","1992","kg/ha","938.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1992","1992","t","3380","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1993","1993","kg/ha","967.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1993","1993","t","3580","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1994","1994","kg/ha","930","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1994","1994","t","3720","A","Official figure",""
